date,day,day_of_the_week,month,month_text,quarter,semester,year
04/01/2021,4,Monday,1,January,1,1,2021
05/01/2021,5,Tuesday,1,January,1,1,2021
06/01/2021,6,Wednesday,1,January,1,1,2021
07/01/2021,7,Thursday,1,January,1,1,2021
08/01/2021,8,Friday,1,January,1,1,2021
09/01/2021,9,Saturday,1,January,1,1,2021
10/01/2021,10,Sunday,1,January,1,1,2021
11/01/2021,11,Monday,1,January,1,1,2021
12/01/2021,12,Tuesday,1,January,1,1,2021
13/01/2021,13,Wednesday,1,January,1,1,2021
14/01/2021,14,Thursday,1,January,1,1,2021
15/01/2021,15,Friday,1,January,1,1,2021
16/01/2021,16,Saturday,1,January,1,1,2021
17/01/2021,17,Sunday,1,January,1,1,2021
18/01/2021,18,Monday,1,January,1,1,2021
19/01/2021,19,Tuesday,1,January,1,1,2021
20/01/2021,20,Wednesday,1,January,1,1,2021
21/01/2021,21,Thursday,1,January,1,1,2021
22/01/2021,22,Friday,1,January,1,1,2021
23/01/2021,23,Saturday,1,January,1,1,2021
24/01/2021,24,Sunday,1,January,1,1,2021
25/01/2021,25,Monday,1,January,1,1,2021
26/01/2021,26,Tuesday,1,January,1,1,2021
27/01/2021,27,Wednesday,1,January,1,1,2021
28/01/2021,28,Thursday,1,January,1,1,2021
29/01/2021,29,Friday,1,January,1,1,2021
30/01/2021,30,Saturday,1,January,1,1,2021
31/01/2021,31,Sunday,1,January,1,1,2021
01/02/2021,1,Monday,2,February,1,1,2021
02/02/2021,2,Tuesday,2,February,1,1,2021
03/02/2021,3,Wednesday,2,February,1,1,2021
04/02/2021,4,Thursday,2,February,1,1,2021
05/02/2021,5,Friday,2,February,1,1,2021
06/02/2021,6,Saturday,2,February,1,1,2021
07/02/2021,7,Sunday,2,February,1,1,2021
08/02/2021,8,Monday,2,February,1,1,2021
09/02/2021,9,Tuesday,2,February,1,1,2021
10/02/2021,10,Wednesday,2,February,1,1,2021
11/02/2021,11,Thursday,2,February,1,1,2021
12/02/2021,12,Friday,2,February,1,1,2021
13/02/2021,13,Saturday,2,February,1,1,2021
14/02/2021,14,Sunday,2,February,1,1,2021
15/02/2021,15,Monday,2,February,1,1,2021
16/02/2021,16,Tuesday,2,February,1,1,2021
17/02/2021,17,Wednesday,2,February,1,1,2021
18/02/2021,18,Thursday,2,February,1,1,2021
19/02/2021,19,Friday,2,February,1,1,2021
20/02/2021,20,Saturday,2,February,1,1,2021
21/02/2021,21,Sunday,2,February,1,1,2021
22/02/2021,22,Monday,2,February,1,1,2021
23/02/2021,23,Tuesday,2,February,1,1,2021
24/02/2021,24,Wednesday,2,February,1,1,2021
25/02/2021,25,Thursday,2,February,1,1,2021
26/02/2021,26,Friday,2,February,1,1,2021
27/02/2021,27,Saturday,2,February,1,1,2021
28/02/2021,28,Sunday,2,February,1,1,2021
01/03/2021,1,Monday,3,March,1,1,2021
02/03/2021,2,Tuesday,3,March,1,1,2021
03/03/2021,3,Wednesday,3,March,1,1,2021
04/03/2021,4,Thursday,3,March,1,1,2021
05/03/2021,5,Friday,3,March,1,1,2021
06/03/2021,6,Saturday,3,March,1,1,2021
07/03/2021,7,Sunday,3,March,1,1,2021
08/03/2021,8,Monday,3,March,1,1,2021
09/03/2021,9,Tuesday,3,March,1,1,2021
10/03/2021,10,Wednesday,3,March,1,1,2021
11/03/2021,11,Thursday,3,March,1,1,2021
12/03/2021,12,Friday,3,March,1,1,2021
13/03/2021,13,Saturday,3,March,1,1,2021
14/03/2021,14,Sunday,3,March,1,1,2021
15/03/2021,15,Monday,3,March,1,1,2021
16/03/2021,16,Tuesday,3,March,1,1,2021
17/03/2021,17,Wednesday,3,March,1,1,2021
18/03/2021,18,Thursday,3,March,1,1,2021
19/03/2021,19,Friday,3,March,1,1,2021
20/03/2021,20,Saturday,3,March,1,1,2021
21/03/2021,21,Sunday,3,March,1,1,2021
22/03/2021,22,Monday,3,March,1,1,2021
23/03/2021,23,Tuesday,3,March,1,1,2021
24/03/2021,24,Wednesday,3,March,1,1,2021
25/03/2021,25,Thursday,3,March,1,1,2021
26/03/2021,26,Friday,3,March,1,1,2021
27/03/2021,27,Saturday,3,March,1,1,2021
28/03/2021,28,Sunday,3,March,1,1,2021
29/03/2021,29,Monday,3,March,1,1,2021
30/03/2021,30,Tuesday,3,March,1,1,2021
31/03/2021,31,Wednesday,3,March,1,1,2021
01/04/2021,1,Thursday,4,April,2,1,2021
02/04/2021,2,Friday,4,April,2,1,2021
03/04/2021,3,Saturday,4,April,2,1,2021
04/04/2021,4,Sunday,4,April,2,1,2021
05/04/2021,5,Monday,4,April,2,1,2021
06/04/2021,6,Tuesday,4,April,2,1,2021
07/04/2021,7,Wednesday,4,April,2,1,2021
08/04/2021,8,Thursday,4,April,2,1,2021
09/04/2021,9,Friday,4,April,2,1,2021
10/04/2021,10,Saturday,4,April,2,1,2021
11/04/2021,11,Sunday,4,April,2,1,2021
12/04/2021,12,Monday,4,April,2,1,2021
13/04/2021,13,Tuesday,4,April,2,1,2021
14/04/2021,14,Wednesday,4,April,2,1,2021
15/04/2021,15,Thursday,4,April,2,1,2021
16/04/2021,16,Friday,4,April,2,1,2021
17/04/2021,17,Saturday,4,April,2,1,2021
18/04/2021,18,Sunday,4,April,2,1,2021
19/04/2021,19,Monday,4,April,2,1,2021
20/04/2021,20,Tuesday,4,April,2,1,2021
21/04/2021,21,Wednesday,4,April,2,1,2021
22/04/2021,22,Thursday,4,April,2,1,2021
23/04/2021,23,Friday,4,April,2,1,2021
24/04/2021,24,Saturday,4,April,2,1,2021
25/04/2021,25,Sunday,4,April,2,1,2021
26/04/2021,26,Monday,4,April,2,1,2021
27/04/2021,27,Tuesday,4,April,2,1,2021
28/04/2021,28,Wednesday,4,April,2,1,2021
29/04/2021,29,Thursday,4,April,2,1,2021
30/04/2021,30,Friday,4,April,2,1,2021
01/05/2021,1,Saturday,5,May,2,1,2021
02/05/2021,2,Sunday,5,May,2,1,2021
03/05/2021,3,Monday,5,May,2,1,2021
04/05/2021,4,Tuesday,5,May,2,1,2021
05/05/2021,5,Wednesday,5,May,2,1,2021
06/05/2021,6,Thursday,5,May,2,1,2021
07/05/2021,7,Friday,5,May,2,1,2021
08/05/2021,8,Saturday,5,May,2,1,2021
09/05/2021,9,Sunday,5,May,2,1,2021
10/05/2021,10,Monday,5,May,2,1,2021
11/05/2021,11,Tuesday,5,May,2,1,2021
12/05/2021,12,Wednesday,5,May,2,1,2021
13/05/2021,13,Thursday,5,May,2,1,2021
14/05/2021,14,Friday,5,May,2,1,2021
15/05/2021,15,Saturday,5,May,2,1,2021
16/05/2021,16,Sunday,5,May,2,1,2021
17/05/2021,17,Monday,5,May,2,1,2021
18/05/2021,18,Tuesday,5,May,2,1,2021
19/05/2021,19,Wednesday,5,May,2,1,2021
20/05/2021,20,Thursday,5,May,2,1,2021
21/05/2021,21,Friday,5,May,2,1,2021
22/05/2021,22,Saturday,5,May,2,1,2021
23/05/2021,23,Sunday,5,May,2,1,2021
24/05/2021,24,Monday,5,May,2,1,2021
25/05/2021,25,Tuesday,5,May,2,1,2021
26/05/2021,26,Wednesday,5,May,2,1,2021
27/05/2021,27,Thursday,5,May,2,1,2021
28/05/2021,28,Friday,5,May,2,1,2021
29/05/2021,29,Saturday,5,May,2,1,2021
30/05/2021,30,Sunday,5,May,2,1,2021
31/05/2021,31,Monday,5,May,2,1,2021
01/06/2021,1,Tuesday,6,June,2,1,2021
02/06/2021,2,Wednesday,6,June,2,1,2021
03/06/2021,3,Thursday,6,June,2,1,2021
04/06/2021,4,Friday,6,June,2,1,2021
05/06/2021,5,Saturday,6,June,2,1,2021
06/06/2021,6,Sunday,6,June,2,1,2021
07/06/2021,7,Monday,6,June,2,1,2021
08/06/2021,8,Tuesday,6,June,2,1,2021
09/06/2021,9,Wednesday,6,June,2,1,2021
10/06/2021,10,Thursday,6,June,2,1,2021
11/06/2021,11,Friday,6,June,2,1,2021
12/06/2021,12,Saturday,6,June,2,1,2021
13/06/2021,13,Sunday,6,June,2,1,2021
14/06/2021,14,Monday,6,June,2,1,2021
15/06/2021,15,Tuesday,6,June,2,1,2021
16/06/2021,16,Wednesday,6,June,2,1,2021
17/06/2021,17,Thursday,6,June,2,1,2021
18/06/2021,18,Friday,6,June,2,1,2021
19/06/2021,19,Saturday,6,June,2,1,2021
20/06/2021,20,Sunday,6,June,2,1,2021
21/06/2021,21,Monday,6,June,2,1,2021
22/06/2021,22,Tuesday,6,June,2,1,2021
23/06/2021,23,Wednesday,6,June,2,1,2021
24/06/2021,24,Thursday,6,June,2,1,2021
25/06/2021,25,Friday,6,June,2,1,2021
26/06/2021,26,Saturday,6,June,2,1,2021
27/06/2021,27,Sunday,6,June,2,1,2021
28/06/2021,28,Monday,6,June,2,1,2021
29/06/2021,29,Tuesday,6,June,2,1,2021
30/06/2021,30,Wednesday,6,June,2,1,2021
01/07/2021,1,Thursday,7,July,3,2,2021
02/07/2021,2,Friday,7,July,3,2,2021
03/07/2021,3,Saturday,7,July,3,2,2021
04/07/2021,4,Sunday,7,July,3,2,2021
05/07/2021,5,Monday,7,July,3,2,2021
06/07/2021,6,Tuesday,7,July,3,2,2021
07/07/2021,7,Wednesday,7,July,3,2,2021
08/07/2021,8,Thursday,7,July,3,2,2021
09/07/2021,9,Friday,7,July,3,2,2021
10/07/2021,10,Saturday,7,July,3,2,2021
11/07/2021,11,Sunday,7,July,3,2,2021
12/07/2021,12,Monday,7,July,3,2,2021
13/07/2021,13,Tuesday,7,July,3,2,2021
14/07/2021,14,Wednesday,7,July,3,2,2021
15/07/2021,15,Thursday,7,July,3,2,2021
16/07/2021,16,Friday,7,July,3,2,2021
17/07/2021,17,Saturday,7,July,3,2,2021
18/07/2021,18,Sunday,7,July,3,2,2021
19/07/2021,19,Monday,7,July,3,2,2021
20/07/2021,20,Tuesday,7,July,3,2,2021
21/07/2021,21,Wednesday,7,July,3,2,2021
22/07/2021,22,Thursday,7,July,3,2,2021
23/07/2021,23,Friday,7,July,3,2,2021
24/07/2021,24,Saturday,7,July,3,2,2021
25/07/2021,25,Sunday,7,July,3,2,2021
26/07/2021,26,Monday,7,July,3,2,2021
27/07/2021,27,Tuesday,7,July,3,2,2021
28/07/2021,28,Wednesday,7,July,3,2,2021
29/07/2021,29,Thursday,7,July,3,2,2021
30/07/2021,30,Friday,7,July,3,2,2021
31/07/2021,31,Saturday,7,July,3,2,2021
01/08/2021,1,Sunday,8,August,3,2,2021
02/08/2021,2,Monday,8,August,3,2,2021
03/08/2021,3,Tuesday,8,August,3,2,2021
04/08/2021,4,Wednesday,8,August,3,2,2021
05/08/2021,5,Thursday,8,August,3,2,2021
06/08/2021,6,Friday,8,August,3,2,2021
07/08/2021,7,Saturday,8,August,3,2,2021
08/08/2021,8,Sunday,8,August,3,2,2021
09/08/2021,9,Monday,8,August,3,2,2021
10/08/2021,10,Tuesday,8,August,3,2,2021
11/08/2021,11,Wednesday,8,August,3,2,2021
12/08/2021,12,Thursday,8,August,3,2,2021
13/08/2021,13,Friday,8,August,3,2,2021
14/08/2021,14,Saturday,8,August,3,2,2021
15/08/2021,15,Sunday,8,August,3,2,2021
16/08/2021,16,Monday,8,August,3,2,2021
17/08/2021,17,Tuesday,8,August,3,2,2021
18/08/2021,18,Wednesday,8,August,3,2,2021
19/08/2021,19,Thursday,8,August,3,2,2021
20/08/2021,20,Friday,8,August,3,2,2021
21/08/2021,21,Saturday,8,August,3,2,2021
22/08/2021,22,Sunday,8,August,3,2,2021
23/08/2021,23,Monday,8,August,3,2,2021
24/08/2021,24,Tuesday,8,August,3,2,2021
25/08/2021,25,Wednesday,8,August,3,2,2021
26/08/2021,26,Thursday,8,August,3,2,2021
27/08/2021,27,Friday,8,August,3,2,2021
28/08/2021,28,Saturday,8,August,3,2,2021
29/08/2021,29,Sunday,8,August,3,2,2021
30/08/2021,30,Monday,8,August,3,2,2021
31/08/2021,31,Tuesday,8,August,3,2,2021
01/09/2021,1,Wednesday,9,September,3,2,2021
02/09/2021,2,Thursday,9,September,3,2,2021
03/09/2021,3,Friday,9,September,3,2,2021
04/09/2021,4,Saturday,9,September,3,2,2021
05/09/2021,5,Sunday,9,September,3,2,2021
06/09/2021,6,Monday,9,September,3,2,2021
07/09/2021,7,Tuesday,9,September,3,2,2021
08/09/2021,8,Wednesday,9,September,3,2,2021
09/09/2021,9,Thursday,9,September,3,2,2021
10/09/2021,10,Friday,9,September,3,2,2021
11/09/2021,11,Saturday,9,September,3,2,2021
12/09/2021,12,Sunday,9,September,3,2,2021
13/09/2021,13,Monday,9,September,3,2,2021
14/09/2021,14,Tuesday,9,September,3,2,2021
15/09/2021,15,Wednesday,9,September,3,2,2021
16/09/2021,16,Thursday,9,September,3,2,2021
17/09/2021,17,Friday,9,September,3,2,2021
18/09/2021,18,Saturday,9,September,3,2,2021
19/09/2021,19,Sunday,9,September,3,2,2021
20/09/2021,20,Monday,9,September,3,2,2021
21/09/2021,21,Tuesday,9,September,3,2,2021
22/09/2021,22,Wednesday,9,September,3,2,2021
23/09/2021,23,Thursday,9,September,3,2,2021
24/09/2021,24,Friday,9,September,3,2,2021
25/09/2021,25,Saturday,9,September,3,2,2021
26/09/2021,26,Sunday,9,September,3,2,2021
27/09/2021,27,Monday,9,September,3,2,2021
28/09/2021,28,Tuesday,9,September,3,2,2021
29/09/2021,29,Wednesday,9,September,3,2,2021
30/09/2021,30,Thursday,9,September,3,2,2021
01/10/2021,1,Friday,10,October,4,2,2021
02/10/2021,2,Saturday,10,October,4,2,2021
03/10/2021,3,Sunday,10,October,4,2,2021
04/10/2021,4,Monday,10,October,4,2,2021
05/10/2021,5,Tuesday,10,October,4,2,2021
06/10/2021,6,Wednesday,10,October,4,2,2021
07/10/2021,7,Thursday,10,October,4,2,2021
08/10/2021,8,Friday,10,October,4,2,2021
09/10/2021,9,Saturday,10,October,4,2,2021
10/10/2021,10,Sunday,10,October,4,2,2021
11/10/2021,11,Monday,10,October,4,2,2021
12/10/2021,12,Tuesday,10,October,4,2,2021
13/10/2021,13,Wednesday,10,October,4,2,2021
14/10/2021,14,Thursday,10,October,4,2,2021
15/10/2021,15,Friday,10,October,4,2,2021
16/10/2021,16,Saturday,10,October,4,2,2021
17/10/2021,17,Sunday,10,October,4,2,2021
18/10/2021,18,Monday,10,October,4,2,2021
19/10/2021,19,Tuesday,10,October,4,2,2021
20/10/2021,20,Wednesday,10,October,4,2,2021
21/10/2021,21,Thursday,10,October,4,2,2021
22/10/2021,22,Friday,10,October,4,2,2021
23/10/2021,23,Saturday,10,October,4,2,2021
24/10/2021,24,Sunday,10,October,4,2,2021
25/10/2021,25,Monday,10,October,4,2,2021
26/10/2021,26,Tuesday,10,October,4,2,2021
27/10/2021,27,Wednesday,10,October,4,2,2021
28/10/2021,28,Thursday,10,October,4,2,2021
29/10/2021,29,Friday,10,October,4,2,2021
30/10/2021,30,Saturday,10,October,4,2,2021
31/10/2021,31,Sunday,10,October,4,2,2021
01/11/2021,1,Monday,11,November,4,2,2021
02/11/2021,2,Tuesday,11,November,4,2,2021
03/11/2021,3,Wednesday,11,November,4,2,2021
04/11/2021,4,Thursday,11,November,4,2,2021
05/11/2021,5,Friday,11,November,4,2,2021
06/11/2021,6,Saturday,11,November,4,2,2021
07/11/2021,7,Sunday,11,November,4,2,2021
08/11/2021,8,Monday,11,November,4,2,2021
09/11/2021,9,Tuesday,11,November,4,2,2021
10/11/2021,10,Wednesday,11,November,4,2,2021
11/11/2021,11,Thursday,11,November,4,2,2021
12/11/2021,12,Friday,11,November,4,2,2021
13/11/2021,13,Saturday,11,November,4,2,2021
14/11/2021,14,Sunday,11,November,4,2,2021
15/11/2021,15,Monday,11,November,4,2,2021
16/11/2021,16,Tuesday,11,November,4,2,2021
17/11/2021,17,Wednesday,11,November,4,2,2021
18/11/2021,18,Thursday,11,November,4,2,2021
19/11/2021,19,Friday,11,November,4,2,2021
20/11/2021,20,Saturday,11,November,4,2,2021
21/11/2021,21,Sunday,11,November,4,2,2021
22/11/2021,22,Monday,11,November,4,2,2021
23/11/2021,23,Tuesday,11,November,4,2,2021
24/11/2021,24,Wednesday,11,November,4,2,2021
25/11/2021,25,Thursday,11,November,4,2,2021
26/11/2021,26,Friday,11,November,4,2,2021
27/11/2021,27,Saturday,11,November,4,2,2021
28/11/2021,28,Sunday,11,November,4,2,2021
29/11/2021,29,Monday,11,November,4,2,2021
30/11/2021,30,Tuesday,11,November,4,2,2021
01/12/2021,1,Wednesday,12,December,4,2,2021
02/12/2021,2,Thursday,12,December,4,2,2021
03/12/2021,3,Friday,12,December,4,2,2021
04/12/2021,4,Saturday,12,December,4,2,2021
05/12/2021,5,Sunday,12,December,4,2,2021
06/12/2021,6,Monday,12,December,4,2,2021
07/12/2021,7,Tuesday,12,December,4,2,2021
08/12/2021,8,Wednesday,12,December,4,2,2021
09/12/2021,9,Thursday,12,December,4,2,2021
10/12/2021,10,Friday,12,December,4,2,2021
11/12/2021,11,Saturday,12,December,4,2,2021
12/12/2021,12,Sunday,12,December,4,2,2021
13/12/2021,13,Monday,12,December,4,2,2021
14/12/2021,14,Tuesday,12,December,4,2,2021
15/12/2021,15,Wednesday,12,December,4,2,2021
16/12/2021,16,Thursday,12,December,4,2,2021
17/12/2021,17,Friday,12,December,4,2,2021
18/12/2021,18,Saturday,12,December,4,2,2021
19/12/2021,19,Sunday,12,December,4,2,2021
20/12/2021,20,Monday,12,December,4,2,2021
21/12/2021,21,Tuesday,12,December,4,2,2021
22/12/2021,22,Wednesday,12,December,4,2,2021
23/12/2021,23,Thursday,12,December,4,2,2021
24/12/2021,24,Friday,12,December,4,2,2021
25/12/2021,25,Saturday,12,December,4,2,2021
26/12/2021,26,Sunday,12,December,4,2,2021
27/12/2021,27,Monday,12,December,4,2,2021
28/12/2021,28,Tuesday,12,December,4,2,2021
29/12/2021,29,Wednesday,12,December,4,2,2021
30/12/2021,30,Thursday,12,December,4,2,2021
31/12/2021,31,Friday,12,December,4,2,2021
01/01/2022,1,Saturday,1,January,1,1,2022
02/01/2022,2,Sunday,1,January,1,1,2022
03/01/2022,3,Monday,1,January,1,1,2022
04/01/2022,4,Tuesday,1,January,1,1,2022
05/01/2022,5,Wednesday,1,January,1,1,2022
06/01/2022,6,Thursday,1,January,1,1,2022
07/01/2022,7,Friday,1,January,1,1,2022
08/01/2022,8,Saturday,1,January,1,1,2022
09/01/2022,9,Sunday,1,January,1,1,2022
10/01/2022,10,Monday,1,January,1,1,2022
11/01/2022,11,Tuesday,1,January,1,1,2022
12/01/2022,12,Wednesday,1,January,1,1,2022
13/01/2022,13,Thursday,1,January,1,1,2022
14/01/2022,14,Friday,1,January,1,1,2022
15/01/2022,15,Saturday,1,January,1,1,2022
16/01/2022,16,Sunday,1,January,1,1,2022
17/01/2022,17,Monday,1,January,1,1,2022
18/01/2022,18,Tuesday,1,January,1,1,2022
19/01/2022,19,Wednesday,1,January,1,1,2022
20/01/2022,20,Thursday,1,January,1,1,2022
21/01/2022,21,Friday,1,January,1,1,2022
22/01/2022,22,Saturday,1,January,1,1,2022
23/01/2022,23,Sunday,1,January,1,1,2022
24/01/2022,24,Monday,1,January,1,1,2022
25/01/2022,25,Tuesday,1,January,1,1,2022
26/01/2022,26,Wednesday,1,January,1,1,2022
27/01/2022,27,Thursday,1,January,1,1,2022
28/01/2022,28,Friday,1,January,1,1,2022
29/01/2022,29,Saturday,1,January,1,1,2022
30/01/2022,30,Sunday,1,January,1,1,2022
31/01/2022,31,Monday,1,January,1,1,2022
01/02/2022,1,Tuesday,2,February,1,1,2022
02/02/2022,2,Wednesday,2,February,1,1,2022
03/02/2022,3,Thursday,2,February,1,1,2022
04/02/2022,4,Friday,2,February,1,1,2022
05/02/2022,5,Saturday,2,February,1,1,2022
06/02/2022,6,Sunday,2,February,1,1,2022
07/02/2022,7,Monday,2,February,1,1,2022
08/02/2022,8,Tuesday,2,February,1,1,2022
09/02/2022,9,Wednesday,2,February,1,1,2022
10/02/2022,10,Thursday,2,February,1,1,2022
11/02/2022,11,Friday,2,February,1,1,2022
12/02/2022,12,Saturday,2,February,1,1,2022
13/02/2022,13,Sunday,2,February,1,1,2022
14/02/2022,14,Monday,2,February,1,1,2022
15/02/2022,15,Tuesday,2,February,1,1,2022
16/02/2022,16,Wednesday,2,February,1,1,2022
17/02/2022,17,Thursday,2,February,1,1,2022
18/02/2022,18,Friday,2,February,1,1,2022
19/02/2022,19,Saturday,2,February,1,1,2022
20/02/2022,20,Sunday,2,February,1,1,2022
21/02/2022,21,Monday,2,February,1,1,2022
22/02/2022,22,Tuesday,2,February,1,1,2022
23/02/2022,23,Wednesday,2,February,1,1,2022
24/02/2022,24,Thursday,2,February,1,1,2022
25/02/2022,25,Friday,2,February,1,1,2022
26/02/2022,26,Saturday,2,February,1,1,2022
27/02/2022,27,Sunday,2,February,1,1,2022
28/02/2022,28,Monday,2,February,1,1,2022
01/03/2022,1,Tuesday,3,March,1,1,2022
02/03/2022,2,Wednesday,3,March,1,1,2022
03/03/2022,3,Thursday,3,March,1,1,2022
04/03/2022,4,Friday,3,March,1,1,2022
05/03/2022,5,Saturday,3,March,1,1,2022
06/03/2022,6,Sunday,3,March,1,1,2022
07/03/2022,7,Monday,3,March,1,1,2022
08/03/2022,8,Tuesday,3,March,1,1,2022
09/03/2022,9,Wednesday,3,March,1,1,2022
10/03/2022,10,Thursday,3,March,1,1,2022
11/03/2022,11,Friday,3,March,1,1,2022
12/03/2022,12,Saturday,3,March,1,1,2022
13/03/2022,13,Sunday,3,March,1,1,2022
14/03/2022,14,Monday,3,March,1,1,2022
15/03/2022,15,Tuesday,3,March,1,1,2022
16/03/2022,16,Wednesday,3,March,1,1,2022
17/03/2022,17,Thursday,3,March,1,1,2022
18/03/2022,18,Friday,3,March,1,1,2022
19/03/2022,19,Saturday,3,March,1,1,2022
20/03/2022,20,Sunday,3,March,1,1,2022
21/03/2022,21,Monday,3,March,1,1,2022
22/03/2022,22,Tuesday,3,March,1,1,2022
23/03/2022,23,Wednesday,3,March,1,1,2022
24/03/2022,24,Thursday,3,March,1,1,2022
25/03/2022,25,Friday,3,March,1,1,2022
26/03/2022,26,Saturday,3,March,1,1,2022
27/03/2022,27,Sunday,3,March,1,1,2022
28/03/2022,28,Monday,3,March,1,1,2022
29/03/2022,29,Tuesday,3,March,1,1,2022
30/03/2022,30,Wednesday,3,March,1,1,2022
31/03/2022,31,Thursday,3,March,1,1,2022
01/04/2022,1,Friday,4,April,2,1,2022
02/04/2022,2,Saturday,4,April,2,1,2022
03/04/2022,3,Sunday,4,April,2,1,2022
04/04/2022,4,Monday,4,April,2,1,2022
05/04/2022,5,Tuesday,4,April,2,1,2022
06/04/2022,6,Wednesday,4,April,2,1,2022
07/04/2022,7,Thursday,4,April,2,1,2022
08/04/2022,8,Friday,4,April,2,1,2022
09/04/2022,9,Saturday,4,April,2,1,2022
10/04/2022,10,Sunday,4,April,2,1,2022
11/04/2022,11,Monday,4,April,2,1,2022
12/04/2022,12,Tuesday,4,April,2,1,2022
13/04/2022,13,Wednesday,4,April,2,1,2022
14/04/2022,14,Thursday,4,April,2,1,2022
15/04/2022,15,Friday,4,April,2,1,2022
16/04/2022,16,Saturday,4,April,2,1,2022
17/04/2022,17,Sunday,4,April,2,1,2022
18/04/2022,18,Monday,4,April,2,1,2022
19/04/2022,19,Tuesday,4,April,2,1,2022
20/04/2022,20,Wednesday,4,April,2,1,2022
21/04/2022,21,Thursday,4,April,2,1,2022
22/04/2022,22,Friday,4,April,2,1,2022
23/04/2022,23,Saturday,4,April,2,1,2022
24/04/2022,24,Sunday,4,April,2,1,2022
25/04/2022,25,Monday,4,April,2,1,2022
26/04/2022,26,Tuesday,4,April,2,1,2022
27/04/2022,27,Wednesday,4,April,2,1,2022
28/04/2022,28,Thursday,4,April,2,1,2022
29/04/2022,29,Friday,4,April,2,1,2022
30/04/2022,30,Saturday,4,April,2,1,2022
01/05/2022,1,Sunday,5,May,2,1,2022
02/05/2022,2,Monday,5,May,2,1,2022
03/05/2022,3,Tuesday,5,May,2,1,2022
04/05/2022,4,Wednesday,5,May,2,1,2022
05/05/2022,5,Thursday,5,May,2,1,2022
06/05/2022,6,Friday,5,May,2,1,2022
07/05/2022,7,Saturday,5,May,2,1,2022
08/05/2022,8,Sunday,5,May,2,1,2022
09/05/2022,9,Monday,5,May,2,1,2022
10/05/2022,10,Tuesday,5,May,2,1,2022
11/05/2022,11,Wednesday,5,May,2,1,2022
12/05/2022,12,Thursday,5,May,2,1,2022
13/05/2022,13,Friday,5,May,2,1,2022
14/05/2022,14,Saturday,5,May,2,1,2022
15/05/2022,15,Sunday,5,May,2,1,2022
16/05/2022,16,Monday,5,May,2,1,2022
17/05/2022,17,Tuesday,5,May,2,1,2022
18/05/2022,18,Wednesday,5,May,2,1,2022
19/05/2022,19,Thursday,5,May,2,1,2022
20/05/2022,20,Friday,5,May,2,1,2022
21/05/2022,21,Saturday,5,May,2,1,2022
22/05/2022,22,Sunday,5,May,2,1,2022
23/05/2022,23,Monday,5,May,2,1,2022
24/05/2022,24,Tuesday,5,May,2,1,2022
25/05/2022,25,Wednesday,5,May,2,1,2022
26/05/2022,26,Thursday,5,May,2,1,2022
27/05/2022,27,Friday,5,May,2,1,2022
28/05/2022,28,Saturday,5,May,2,1,2022
29/05/2022,29,Sunday,5,May,2,1,2022
30/05/2022,30,Monday,5,May,2,1,2022
31/05/2022,31,Tuesday,5,May,2,1,2022
01/06/2022,1,Wednesday,6,June,2,1,2022
02/06/2022,2,Thursday,6,June,2,1,2022
03/06/2022,3,Friday,6,June,2,1,2022
04/06/2022,4,Saturday,6,June,2,1,2022
05/06/2022,5,Sunday,6,June,2,1,2022
06/06/2022,6,Monday,6,June,2,1,2022
07/06/2022,7,Tuesday,6,June,2,1,2022
08/06/2022,8,Wednesday,6,June,2,1,2022
09/06/2022,9,Thursday,6,June,2,1,2022
10/06/2022,10,Friday,6,June,2,1,2022
11/06/2022,11,Saturday,6,June,2,1,2022
12/06/2022,12,Sunday,6,June,2,1,2022
13/06/2022,13,Monday,6,June,2,1,2022
14/06/2022,14,Tuesday,6,June,2,1,2022
15/06/2022,15,Wednesday,6,June,2,1,2022
16/06/2022,16,Thursday,6,June,2,1,2022
17/06/2022,17,Friday,6,June,2,1,2022
18/06/2022,18,Saturday,6,June,2,1,2022
19/06/2022,19,Sunday,6,June,2,1,2022
20/06/2022,20,Monday,6,June,2,1,2022
21/06/2022,21,Tuesday,6,June,2,1,2022
22/06/2022,22,Wednesday,6,June,2,1,2022
23/06/2022,23,Thursday,6,June,2,1,2022
24/06/2022,24,Friday,6,June,2,1,2022
25/06/2022,25,Saturday,6,June,2,1,2022
26/06/2022,26,Sunday,6,June,2,1,2022
27/06/2022,27,Monday,6,June,2,1,2022
28/06/2022,28,Tuesday,6,June,2,1,2022
29/06/2022,29,Wednesday,6,June,2,1,2022
30/06/2022,30,Thursday,6,June,2,1,2022
01/07/2022,1,Friday,7,July,3,2,2022
02/07/2022,2,Saturday,7,July,3,2,2022
03/07/2022,3,Sunday,7,July,3,2,2022
04/07/2022,4,Monday,7,July,3,2,2022
05/07/2022,5,Tuesday,7,July,3,2,2022
06/07/2022,6,Wednesday,7,July,3,2,2022
07/07/2022,7,Thursday,7,July,3,2,2022
08/07/2022,8,Friday,7,July,3,2,2022
09/07/2022,9,Saturday,7,July,3,2,2022
10/07/2022,10,Sunday,7,July,3,2,2022
11/07/2022,11,Monday,7,July,3,2,2022
12/07/2022,12,Tuesday,7,July,3,2,2022
13/07/2022,13,Wednesday,7,July,3,2,2022
14/07/2022,14,Thursday,7,July,3,2,2022
15/07/2022,15,Friday,7,July,3,2,2022
